id,customer_id,timestamp,activity,revenue_impact,plan_type,activity_occurrence,activity_repeated_at
366,140,2022-09-30T21:41:23Z,resurrection_contract_started,22.6,plan2,0,
367,292,2022-01-22T12:28:47Z,resurrection_contract_started,22.7,plan2,0,
368,173,2021-12-14T07:22:36Z,resurrection_contract_started,31.1,plan4,0,
369,68,2021-11-20T15:41:12Z,customer_churn_committed,14.2,plan1,0,
370,293,2022-01-23T18:41:48Z,expansion_contract_started,22.1,plan4,0,
371,297,2022-03-06T20:12:31Z,contraction_contract_started,14.4,plan4,0,
372,269,2022-09-10T09:01:44Z,contraction_contract_started,24.1,plan1,0,
373,30,2022-09-21T01:15:22Z,expansion_contract_started,21.2,plan4,0,
374,21,2022-05-22T04:40:35Z,contract_retained,23.0,plan2,0,
375,242,2022-02-19T11:52:42Z,contraction_contract_started,28.2,plan1,0,
376,258,2022-09-20T05:30:11Z,new_contract_started,19.6,plan4,0,
377,266,2022-04-07T08:55:37Z,customer_churn_committed,17.3,plan3,0,
378,3,2022-06-26T04:13:03Z,contraction_contract_started,16.2,plan3,0,
379,271,2022-06-16T21:28:00Z,resurrection_contract_started,34.6,plan2,0,
380,230,2021-11-11T10:57:59Z,contract_amended,12.5,plan3,0,2022-08-20T05:38:11Z
381,155,2022-06-13T06:44:57Z,contract_amended,32.0,plan1,0,
382,41,2022-06-05T04:43:04Z,new_contract_started,25.7,plan1,0,
383,275,2022-01-24T13:20:09Z,new_contract_started,24.0,plan3,0,
384,1,2022-01-02T21:53:32Z,new_contract_started,25.4,plan3,0,
385,56,2022-10-04T17:05:02Z,contract_retained,16.2,plan4,0,
386,17,2021-11-09T01:43:39Z,customer_churn_committed,26.8,plan2,0,
387,109,2022-01-26T04:27:30Z,customer_churn_committed,29.4,plan2,0,
388,164,2022-05-13T19:11:05Z,resurrection_contract_started,11.6,plan2,0,
389,82,2022-02-18T18:49:22Z,contract_amended,21.0,plan2,0,
390,141,2021-11-22T15:36:18Z,contraction_contract_started,16.6,plan4,0,
391,204,2022-04-21T19:03:18Z,new_contract_started,19.4,plan4,0,
392,145,2021-10-09T18:48:25Z,new_contract_started,29.1,plan4,0,
393,47,2022-07-22T05:13:52Z,contract_retained,28.7,plan1,0,
394,53,2022-05-09T08:51:19Z,contraction_contract_started,32.0,plan3,0,
395,39,2022-06-04T21:53:09Z,contract_amended,17.5,plan4,0,
396,86,2022-03-15T05:01:05Z,contract_retained,14.7,plan4,0,
397,129,2022-08-24T20:55:34Z,new_contract_started,32.3,plan3,0,
398,23,2022-08-16T01:07:45Z,new_contract_started,16.9,plan1,0,
399,101,2022-06-15T00:38:25Z,resurrection_contract_started,34.9,plan1,0,
400,185,2022-05-25T05:35:31Z,new_contract_started,21.7,plan1,0,
401,212,2021-11-26T21:20:05Z,contraction_contract_started,12.8,plan3,0,
402,50,2021-11-23T02:37:07Z,contract_retained,32.9,plan3,0,
403,142,2022-06-02T01:44:33Z,resurrection_contract_started,12.8,plan1,0,
404,136,2021-11-30T21:19:38Z,contract_retained,10.0,plan4,0,
405,194,2022-05-14T06:46:49Z,customer_churn_committed,26.8,plan1,0,
406,81,2022-08-01T15:12:59Z,contract_amended,31.2,plan2,0,
407,244,2021-12-25T03:17:35Z,new_contract_started,21.9,plan2,0,
408,243,2022-05-05T02:59:57Z,contraction_contract_started,27.9,plan2,0,
409,63,2021-10-10T10:44:09Z,new_contract_started,28.4,plan2,0,
410,47,2022-08-25T01:43:09Z,new_contract_started,21.7,plan4,0,
411,276,2022-01-26T08:22:20Z,contract_amended,19.7,plan1,0,
412,179,2022-07-14T15:20:12Z,contraction_contract_started,14.4,plan3,0,
413,259,2022-09-25T15:33:04Z,expansion_contract_started,28.6,plan2,0,
414,237,2022-08-27T14:48:41Z,resurrection_contract_started,21.9,plan4,0,
415,65,2022-04-08T05:19:17Z,contract_amended,17.3,plan1,0,
416,275,2021-11-01T16:21:05Z,contraction_contract_started,18.6,plan4,0,
417,153,2022-04-20T06:18:39Z,new_contract_started,32.2,plan2,0,
418,121,2022-01-11T13:14:58Z,new_contract_started,18.4,plan2,0,
419,11,2022-04-14T12:51:54Z,contract_amended,29.6,plan3,0,
420,266,2022-03-02T22:53:58Z,new_contract_started,33.0,plan2,0,
421,211,2022-01-30T14:51:54Z,contract_amended,17.4,plan2,0,
422,198,2022-09-17T10:50:19Z,new_contract_started,14.3,plan2,0,
423,245,2021-11-27T20:24:17Z,resurrection_contract_started,27.4,plan4,0,
424,146,2022-06-06T04:07:21Z,customer_churn_committed,20.0,plan4,0,
425,109,2022-01-14T12:04:13Z,customer_churn_committed,30.7,plan2,0,
426,57,2021-11-06T13:01:19Z,resurrection_contract_started,15.0,plan2,0,
427,107,2021-12-08T23:34:04Z,contract_amended,14.0,plan2,0,
428,164,2022-09-04T02:04:30Z,contract_retained,29.6,plan4,0,
429,166,2022-07-08T14:42:21Z,contraction_contract_started,24.5,plan1,0,
430,155,2022-03-10T14:17:58Z,customer_churn_committed,20.1,plan3,0,
431,20,2022-06-12T11:50:13Z,contraction_contract_started,23.5,plan3,0,
432,162,2022-02-13T10:16:04Z,resurrection_contract_started,11.2,plan4,0,
433,135,2022-07-07T21:54:33Z,new_contract_started,20.4,plan2,0,
434,264,2021-11-11T21:29:36Z,contract_amended,33.5,plan4,0,
435,126,2021-10-11T17:54:03Z,customer_churn_committed,23.6,plan3,0,2022-07-12T00:27:30Z
436,66,2022-04-09T05:29:08Z,customer_churn_committed,19.6,plan3,0,
437,159,2022-07-27T08:51:43Z,contract_retained,10.1,plan4,0,
438,64,2022-09-19T13:20:53Z,contraction_contract_started,24.7,plan3,0,
439,197,2022-04-05T05:37:06Z,customer_churn_committed,19.3,plan4,0,
440,28,2022-10-06T04:04:23Z,contract_amended,27.1,plan3,0,
441,98,2021-11-13T10:10:07Z,contract_amended,16.6,plan3,0,
442,36,2022-06-03T08:42:34Z,customer_churn_committed,24.5,plan3,0,
443,59,2022-04-21T03:55:17Z,expansion_contract_started,12.9,plan4,0,
444,68,2021-11-05T10:09:16Z,contract_retained,19.3,plan4,0,
445,5,2022-01-01T06:33:17Z,contraction_contract_started,14.8,plan4,0,
446,184,2022-06-16T17:55:03Z,contract_amended,34.6,plan1,0,
447,187,2022-09-15T21:08:04Z,expansion_contract_started,16.5,plan2,0,
448,285,2022-06-03T10:11:15Z,customer_churn_committed,22.4,plan2,0,
449,77,2021-11-25T08:39:28Z,contraction_contract_started,14.0,plan1,0,
450,95,2022-02-23T10:59:50Z,expansion_contract_started,12.3,plan4,0,
451,72,2022-10-01T15:53:52Z,contract_retained,30.5,plan2,0,
452,276,2021-10-11T23:37:45Z,resurrection_contract_started,15.5,plan2,0,
453,165,2022-04-21T06:34:23Z,contract_amended,12.9,plan3,0,
454,114,2022-06-27T18:21:02Z,expansion_contract_started,24.4,plan4,0,
455,153,2022-09-29T10:08:14Z,contract_amended,15.7,plan4,0,
456,259,2021-11-21T15:55:40Z,contract_amended,24.1,plan1,0,
457,282,2022-08-09T19:08:15Z,expansion_contract_started,26.3,plan2,0,
458,198,2022-01-20T21:27:22Z,resurrection_contract_started,12.5,plan1,0,
459,83,2022-09-25T01:13:51Z,customer_churn_committed,23.4,plan4,0,
460,176,2021-12-29T16:43:18Z,contraction_contract_started,26.0,plan1,0,
461,9,2022-04-04T09:23:46Z,contract_amended,22.6,plan2,0,
462,57,2022-05-24T05:23:12Z,expansion_contract_started,19.5,plan2,0,
463,30,2022-07-07T06:44:14Z,resurrection_contract_started,31.1,plan1,0,
464,61,2022-05-29T08:03:26Z,customer_churn_committed,15.8,plan2,0,
465,232,2022-09-09T04:02:29Z,contraction_contract_started,24.4,plan2,0,
466,118,2022-08-28T19:54:18Z,new_contract_started,28.6,plan1,0,
467,298,2021-11-07T18:42:32Z,customer_churn_committed,19.4,plan4,0,
468,39,2022-01-06T22:42:20Z,expansion_contract_started,15.2,plan1,0,
469,288,2022-08-22T19:57:00Z,contraction_contract_started,27.0,plan4,0,
470,272,2022-01-10T15:13:29Z,contract_retained,31.9,plan4,0,
471,186,2021-11-21T19:46:43Z,expansion_contract_started,12.0,plan3,0,
472,113,2021-11-24T15:17:08Z,resurrection_contract_started,24.5,plan2,0,
473,41,2022-07-29T16:06:11Z,contract_amended,29.8,plan1,0,
474,247,2022-09-21T16:20:02Z,contract_retained,17.0,plan4,0,
475,192,2022-08-09T12:06:28Z,resurrection_contract_started,34.9,plan3,0,
476,243,2021-12-12T16:47:12Z,expansion_contract_started,22.6,plan2,0,
477,299,2021-10-15T14:47:40Z,contraction_contract_started,25.2,plan3,0,
478,254,2022-03-13T00:30:09Z,contract_amended,27.9,plan2,0,
479,285,2022-03-26T09:52:52Z,contract_amended,22.4,plan1,0,
480,152,2021-10-08T17:55:56Z,customer_churn_committed,16.7,plan2,0,
481,81,2022-05-17T15:51:57Z,customer_churn_committed,21.3,plan4,0,
482,104,2022-04-02T10:40:37Z,expansion_contract_started,10.1,plan3,0,
483,252,2021-12-11T01:48:29Z,customer_churn_committed,24.8,plan2,0,
484,35,2021-12-19T06:01:16Z,contraction_contract_started,32.3,plan1,0,
485,271,2021-11-19T10:02:54Z,expansion_contract_started,26.6,plan4,0,
486,214,2022-08-27T01:56:56Z,expansion_contract_started,21.0,plan2,0,
487,51,2022-09-21T09:32:11Z,contract_amended,16.1,plan2,0,
488,206,2022-03-12T01:06:42Z,expansion_contract_started,19.3,plan2,0,
489,95,2021-10-16T00:04:42Z,expansion_contract_started,28.0,plan4,0,
490,279,2022-07-21T02:50:39Z,contract_retained,17.3,plan4,0,
491,222,2022-03-11T22:02:40Z,customer_churn_committed,12.3,plan4,0,
492,121,2022-01-05T17:16:10Z,expansion_contract_started,24.2,plan2,0,
493,55,2021-10-27T06:17:53Z,contract_amended,31.4,plan3,0,
494,195,2022-09-20T00:59:57Z,new_contract_started,17.6,plan3,0,
495,251,2022-06-03T22:08:31Z,contract_retained,24.5,plan3,0,
496,29,2022-08-07T17:15:41Z,expansion_contract_started,24.4,plan4,0,
497,249,2022-04-14T17:57:33Z,customer_churn_committed,12.5,plan4,0,
498,236,2021-12-30T09:07:02Z,expansion_contract_started,16.9,plan2,0,
499,278,2022-09-02T09:53:32Z,contract_retained,21.5,plan3,0,
500,133,2022-02-18T14:18:32Z,expansion_contract_started,33.6,plan3,0,
501,220,2022-07-27T00:03:49Z,customer_churn_committed,25.6,plan1,0,
502,23,2021-11-27T18:45:52Z,expansion_contract_started,22.5,plan4,0,
503,121,2021-10-18T00:30:33Z,customer_churn_committed,22.2,plan4,0,
504,68,2022-05-24T23:44:39Z,resurrection_contract_started,13.5,plan3,0,
505,81,2022-09-01T14:54:11Z,contract_retained,21.1,plan3,0,
506,133,2021-12-20T11:01:39Z,expansion_contract_started,13.2,plan2,0,
507,287,2022-01-29T11:44:45Z,resurrection_contract_started,18.4,plan1,0,
508,36,2022-01-12T18:21:35Z,new_contract_started,27.5,plan4,0,
509,48,2022-08-24T16:08:27Z,contract_retained,20.1,plan1,0,
510,263,2022-07-13T14:11:01Z,new_contract_started,17.0,plan2,0,
511,127,2021-11-24T05:28:40Z,contract_retained,12.3,plan2,0,
512,103,2022-08-10T15:54:37Z,customer_churn_committed,32.7,plan3,0,
513,290,2022-03-23T14:56:52Z,resurrection_contract_started,31.7,plan1,0,
514,271,2022-04-09T15:51:14Z,new_contract_started,31.2,plan3,0,
515,64,2021-11-19T20:30:59Z,contract_retained,29.1,plan1,0,
516,41,2022-08-22T03:55:25Z,expansion_contract_started,33.5,plan2,0,
517,258,2022-06-04T19:49:22Z,contraction_contract_started,18.9,plan1,0,
518,101,2022-08-25T01:10:42Z,contract_retained,20.6,plan4,0,
519,123,2022-07-30T16:29:13Z,contract_retained,27.5,plan1,0,
520,37,2022-01-25T13:26:59Z,customer_churn_committed,34.4,plan3,0,
521,163,2022-04-27T17:48:37Z,resurrection_contract_started,29.5,plan4,0,
522,193,2022-09-13T13:13:58Z,contraction_contract_started,32.3,plan4,0,
523,255,2022-03-23T04:32:44Z,contract_retained,21.5,plan3,0,
524,42,2021-12-31T22:32:46Z,new_contract_started,22.6,plan4,0,
525,104,2022-08-03T18:44:22Z,new_contract_started,34.0,plan3,0,
526,21,2021-10-20T13:28:49Z,new_contract_started,15.9,plan4,0,
527,267,2022-08-31T16:02:21Z,resurrection_contract_started,14.1,plan3,0,
528,286,2022-09-10T10:53:01Z,contract_retained,25.3,plan4,0,
529,105,2022-06-12T13:49:31Z,expansion_contract_started,20.0,plan3,0,
530,293,2022-04-30T04:47:43Z,expansion_contract_started,27.7,plan4,0,
531,226,2022-09-28T19:24:34Z,customer_churn_committed,17.9,plan1,0,
532,224,2022-05-01T16:40:11Z,customer_churn_committed,31.8,plan1,0,
533,139,2021-11-19T20:22:56Z,resurrection_contract_started,29.1,plan1,0,
534,285,2022-07-21T10:32:38Z,new_contract_started,16.9,plan3,0,
535,110,2022-02-23T06:33:04Z,contraction_contract_started,20.8,plan1,0,
536,32,2022-08-04T02:50:23Z,resurrection_contract_started,27.1,plan2,0,
537,56,2022-09-13T21:12:18Z,customer_churn_committed,24.7,plan3,0,
538,70,2021-11-21T00:26:00Z,expansion_contract_started,22.6,plan2,0,
539,239,2022-03-16T05:07:39Z,contraction_contract_started,10.9,plan3,0,2022-06-08T16:59:19Z
540,149,2022-06-04T19:08:07Z,contract_amended,20.4,plan1,0,
541,78,2022-03-27T08:04:11Z,resurrection_contract_started,15.6,plan2,0,
542,124,2022-05-26T18:58:20Z,resurrection_contract_started,14.6,plan1,0,
543,84,2022-03-20T19:04:29Z,resurrection_contract_started,24.6,plan3,0,
544,134,2022-03-24T05:09:48Z,contract_retained,20.6,plan4,0,
545,176,2021-10-25T13:39:22Z,new_contract_started,12.1,plan4,0,
546,51,2021-11-17T17:02:24Z,contraction_contract_started,28.4,plan3,0,
547,241,2022-07-08T00:37:23Z,contraction_contract_started,17.6,plan4,0,
548,91,2022-10-05T19:30:44Z,customer_churn_committed,11.9,plan1,0,
549,209,2022-08-02T01:42:10Z,expansion_contract_started,24.3,plan4,0,
550,178,2022-07-10T08:41:04Z,expansion_contract_started,29.9,plan1,0,
551,297,2022-04-07T01:57:37Z,contract_retained,11.0,plan1,0,
552,85,2022-09-30T04:13:10Z,resurrection_contract_started,14.2,plan4,0,
553,139,2021-11-03T00:48:01Z,contraction_contract_started,11.3,plan1,0,
554,199,2022-06-02T13:12:14Z,contract_amended,15.8,plan2,0,
555,65,2022-02-07T13:44:00Z,contract_retained,19.2,plan2,0,
556,135,2022-02-17T16:20:12Z,customer_churn_committed,34.8,plan1,0,
557,272,2022-03-15T00:24:58Z,customer_churn_committed,18.4,plan2,0,
558,118,2022-04-22T14:26:47Z,contraction_contract_started,26.9,plan3,0,
559,253,2022-08-23T13:35:31Z,resurrection_contract_started,31.4,plan4,0,
560,128,2021-12-13T14:45:14Z,expansion_contract_started,33.3,plan1,0,
561,18,2021-10-22T09:13:45Z,new_contract_started,28.2,plan1,0,
562,117,2022-02-02T23:01:44Z,customer_churn_committed,34.9,plan2,0,
563,94,2022-02-19T00:49:33Z,resurrection_contract_started,29.7,plan3,0,
564,37,2021-11-25T23:46:59Z,expansion_contract_started,28.5,plan2,0,
565,230,2022-05-13T03:57:50Z,contraction_contract_started,29.1,plan1,0,
566,227,2022-01-12T18:18:48Z,resurrection_contract_started,25.7,plan1,0,
567,74,2022-09-30T06:43:06Z,expansion_contract_started,21.3,plan1,0,
568,25,2022-10-07T23:23:12Z,contraction_contract_started,20.4,plan3,0,
569,278,2021-10-17T09:56:01Z,expansion_contract_started,20.7,plan4,0,
570,208,2022-08-02T22:47:56Z,contract_amended,31.3,plan3,0,
571,4,2022-05-14T11:00:57Z,contract_retained,27.3,plan1,0,
572,39,2022-03-02T08:47:48Z,contraction_contract_started,25.2,plan1,0,
573,93,2021-10-15T19:22:05Z,new_contract_started,12.7,plan4,0,
574,20,2022-03-03T20:55:42Z,contraction_contract_started,25.0,plan4,0,
575,256,2022-05-04T05:06:00Z,expansion_contract_started,27.2,plan1,0,
576,41,2022-03-06T09:34:29Z,expansion_contract_started,33.8,plan1,0,
577,236,2022-02-28T04:32:07Z,contraction_contract_started,29.7,plan4,0,
578,221,2022-10-02T14:15:25Z,resurrection_contract_started,16.5,plan2,0,
579,154,2022-07-20T00:02:11Z,resurrection_contract_started,24.3,plan4,0,
580,17,2021-10-10T06:16:38Z,contract_retained,19.8,plan2,0,
581,123,2022-08-14T15:27:35Z,contraction_contract_started,27.8,plan2,0,
582,116,2022-09-27T00:57:48Z,expansion_contract_started,29.9,plan4,0,
583,158,2022-07-03T22:53:04Z,contract_retained,32.3,plan3,0,
584,11,2022-03-02T16:06:18Z,contract_amended,14.9,plan1,0,
585,180,2021-11-11T20:38:21Z,customer_churn_committed,31.1,plan1,0,
586,170,2022-03-26T05:15:47Z,contraction_contract_started,18.2,plan2,0,
587,183,2022-06-01T01:38:33Z,resurrection_contract_started,11.7,plan3,0,
588,57,2022-02-14T17:12:01Z,contraction_contract_started,10.1,plan3,0,
589,124,2021-11-02T16:32:21Z,contraction_contract_started,19.4,plan3,0,
590,24,2022-07-03T03:47:21Z,contract_amended,34.9,plan1,0,
591,33,2022-03-12T03:16:10Z,contract_amended,29.3,plan4,0,
592,224,2021-10-23T09:03:10Z,contraction_contract_started,17.1,plan3,0,
593,222,2021-12-11T22:46:40Z,expansion_contract_started,17.2,plan1,0,
594,245,2022-03-22T17:46:46Z,contract_amended,21.0,plan4,0,
595,207,2022-01-23T12:37:40Z,expansion_contract_started,14.2,plan3,0,
596,203,2022-06-26T07:21:54Z,contract_retained,27.9,plan2,0,
597,53,2022-03-06T13:36:23Z,customer_churn_committed,28.9,plan4,0,
598,76,2022-05-06T22:04:23Z,resurrection_contract_started,10.4,plan3,0,
599,284,2022-01-24T04:13:25Z,new_contract_started,32.0,plan3,0,
600,32,2022-02-09T17:28:44Z,contract_amended,27.5,plan1,0,
601,181,2021-10-27T21:39:41Z,contract_amended,30.1,plan3,0,
602,44,2022-03-30T11:12:45Z,contract_amended,21.6,plan4,0,
603,146,2022-06-19T08:41:03Z,contract_amended,30.5,plan4,0,
604,80,2022-03-11T02:14:44Z,new_contract_started,15.1,plan1,0,
605,178,2022-08-19T20:08:45Z,customer_churn_committed,32.6,plan1,0,
606,215,2022-09-11T07:30:55Z,customer_churn_committed,11.7,plan2,0,
607,275,2022-06-15T20:04:37Z,new_contract_started,34.0,plan4,0,
608,246,2022-09-14T12:57:10Z,resurrection_contract_started,28.3,plan1,0,
609,260,2021-12-18T00:56:13Z,contraction_contract_started,21.6,plan1,0,
610,172,2022-04-18T21:18:32Z,new_contract_started,30.4,plan3,0,
611,205,2022-02-21T15:38:45Z,contract_amended,31.3,plan4,0,
612,147,2022-09-06T01:11:51Z,customer_churn_committed,20.1,plan1,0,
613,193,2022-03-25T19:44:58Z,contraction_contract_started,20.8,plan3,0,
614,192,2022-06-02T08:29:37Z,customer_churn_committed,28.2,plan1,0,
615,245,2021-10-15T15:48:41Z,resurrection_contract_started,19.2,plan4,0,
616,24,2022-01-29T19:24:14Z,contract_amended,16.1,plan4,0,
617,186,2022-09-09T19:00:43Z,contract_amended,15.3,plan1,0,
618,253,2022-02-05T08:40:23Z,expansion_contract_started,34.3,plan4,0,
619,212,2022-04-12T15:51:07Z,contract_amended,14.5,plan4,0,
620,259,2022-01-12T13:08:52Z,resurrection_contract_started,22.1,plan3,0,
621,116,2021-11-30T01:54:35Z,contract_retained,23.4,plan3,0,
622,134,2022-07-13T12:13:02Z,contraction_contract_started,26.5,plan4,0,
623,265,2022-09-18T15:53:54Z,expansion_contract_started,11.7,plan2,0,
624,92,2022-03-10T14:09:04Z,new_contract_started,19.4,plan2,0,
625,182,2021-12-26T04:02:46Z,expansion_contract_started,24.2,plan4,0,
626,118,2021-12-03T22:54:56Z,contraction_contract_started,26.9,plan4,0,
627,204,2022-07-18T00:35:39Z,expansion_contract_started,25.0,plan1,0,
628,63,2022-01-17T09:33:37Z,expansion_contract_started,33.8,plan4,0,
629,266,2022-07-13T01:16:37Z,customer_churn_committed,26.5,plan4,0,
630,8,2022-10-07T13:24:52Z,customer_churn_committed,19.8,plan1,0,
631,162,2022-08-24T07:26:19Z,resurrection_contract_started,18.5,plan2,0,
632,119,2022-09-04T19:11:44Z,contraction_contract_started,32.8,plan1,0,
633,282,2022-02-10T23:33:05Z,contraction_contract_started,22.9,plan2,0,
634,122,2022-10-03T12:47:58Z,contract_amended,32.5,plan2,0,
635,133,2021-11-14T05:35:59Z,expansion_contract_started,17.6,plan2,0,
636,78,2022-01-25T10:00:10Z,contract_retained,14.0,plan4,0,
637,255,2022-07-01T02:14:51Z,contract_amended,31.8,plan3,0,
638,4,2021-12-06T00:40:22Z,contract_amended,23.6,plan3,0,
639,31,2022-01-10T07:10:45Z,customer_churn_committed,14.7,plan3,0,
640,102,2022-05-17T13:29:32Z,contract_amended,30.3,plan1,0,
641,85,2022-07-19T05:25:15Z,customer_churn_committed,33.3,plan1,0,
642,34,2022-03-08T04:45:06Z,contract_retained,23.0,plan2,0,
643,290,2022-08-11T10:18:16Z,contract_amended,31.9,plan3,0,
644,112,2022-05-27T18:50:29Z,contract_amended,11.8,plan4,0,
645,151,2021-11-27T14:22:25Z,contract_retained,29.4,plan4,0,
646,271,2022-09-08T00:03:57Z,contract_retained,25.4,plan2,0,
647,61,2022-07-03T16:51:25Z,resurrection_contract_started,29.4,plan1,0,
648,84,2022-04-17T18:30:01Z,contract_amended,14.8,plan4,0,
649,14,2022-03-28T04:08:25Z,customer_churn_committed,31.4,plan4,0,
650,127,2021-12-19T21:24:13Z,customer_churn_committed,30.2,plan2,0,
651,145,2021-11-01T23:15:05Z,customer_churn_committed,22.9,plan4,0,
652,163,2021-12-14T23:45:33Z,contraction_contract_started,24.1,plan2,0,
653,191,2022-02-23T05:33:30Z,resurrection_contract_started,19.1,plan3,0,
654,120,2022-04-07T14:34:03Z,expansion_contract_started,10.9,plan4,0,
655,287,2022-08-05T17:10:13Z,expansion_contract_started,20.6,plan4,0,
656,154,2022-04-21T18:49:17Z,customer_churn_committed,18.8,plan2,0,
657,279,2022-09-15T15:12:42Z,new_contract_started,14.4,plan3,0,
658,1,2022-07-14T04:48:23Z,customer_churn_committed,32.6,plan2,0,
659,132,2022-01-04T06:33:39Z,contract_amended,25.3,plan3,0,
660,280,2021-10-15T06:33:12Z,contract_amended,12.9,plan2,0,
661,144,2022-10-01T05:27:39Z,contract_retained,28.2,plan2,0,
662,173,2021-11-08T18:06:17Z,contraction_contract_started,24.9,plan2,0,
663,212,2022-09-07T19:03:20Z,customer_churn_committed,15.9,plan1,0,
664,13,2022-07-29T06:31:18Z,expansion_contract_started,22.5,plan2,0,
665,224,2022-01-31T15:04:38Z,expansion_contract_started,32.6,plan4,0,
666,58,2021-11-10T00:39:55Z,resurrection_contract_started,15.3,plan2,0,
667,99,2021-12-09T16:49:41Z,contract_amended,33.8,plan4,0,
668,9,2022-07-12T09:49:53Z,contract_retained,26.3,plan1,0,
669,164,2022-07-25T00:35:13Z,contract_retained,23.0,plan4,0,
670,209,2022-08-30T01:07:13Z,new_contract_started,15.4,plan3,0,
671,296,2022-05-13T05:13:43Z,contract_amended,19.5,plan4,0,
672,221,2022-08-23T15:16:52Z,resurrection_contract_started,17.8,plan4,0,
673,216,2022-09-30T11:32:01Z,expansion_contract_started,28.3,plan1,0,
674,179,2022-02-01T06:58:17Z,expansion_contract_started,26.4,plan3,0,
675,117,2022-04-08T03:14:40Z,contract_amended,23.5,plan2,0,
676,53,2021-11-25T13:00:40Z,contract_retained,23.1,plan2,0,
677,56,2022-07-30T13:56:49Z,expansion_contract_started,17.0,plan2,0,
678,6,2022-05-29T07:10:30Z,resurrection_contract_started,29.8,plan1,0,
679,232,2022-04-20T11:07:03Z,contraction_contract_started,23.7,plan2,0,
680,97,2022-03-09T12:01:06Z,new_contract_started,11.4,plan2,0,
681,118,2022-02-15T05:56:34Z,expansion_contract_started,20.0,plan4,0,
682,19,2022-09-18T19:41:36Z,new_contract_started,20.0,plan2,0,
683,76,2022-03-24T07:48:56Z,expansion_contract_started,11.7,plan1,0,
684,39,2021-12-02T14:15:10Z,contract_amended,33.5,plan1,0,
685,294,2022-05-09T00:45:24Z,expansion_contract_started,28.1,plan1,0,
686,93,2021-12-30T21:11:02Z,resurrection_contract_started,18.6,plan1,0,
687,187,2021-11-01T01:42:56Z,contract_amended,17.5,plan3,0,
688,180,2022-09-22T06:45:26Z,expansion_contract_started,21.2,plan4,0,
689,46,2022-02-12T20:19:11Z,contraction_contract_started,10.2,plan3,0,
690,104,2022-04-12T14:28:13Z,expansion_contract_started,22.4,plan4,0,
691,36,2021-10-18T06:51:39Z,expansion_contract_started,18.8,plan2,0,
692,55,2022-09-17T16:16:34Z,contraction_contract_started,14.1,plan2,0,2022-08-01T16:25:49Z
693,175,2022-09-25T18:41:16Z,contract_retained,29.7,plan4,0,
694,119,2022-05-08T07:36:00Z,new_contract_started,28.1,plan1,0,
695,143,2022-07-13T02:52:41Z,contract_amended,22.1,plan2,0,
696,48,2022-02-12T08:26:39Z,contract_retained,30.5,plan4,0,
697,201,2022-09-11T12:10:08Z,contract_amended,26.4,plan4,0,
698,177,2022-09-14T14:09:15Z,customer_churn_committed,32.4,plan3,0,
699,259,2022-01-19T03:45:23Z,contraction_contract_started,13.2,plan2,0,
700,49,2022-05-22T02:06:12Z,resurrection_contract_started,11.0,plan2,0,
701,108,2022-06-06T08:26:55Z,resurrection_contract_started,19.7,plan1,0,
702,236,2022-05-28T17:49:34Z,contraction_contract_started,24.6,plan3,0,
703,72,2021-10-09T17:54:02Z,contraction_contract_started,30.2,plan4,0,
704,244,2022-05-10T11:13:53Z,contract_retained,25.7,plan3,0,
705,52,2022-01-03T02:03:34Z,contraction_contract_started,15.7,plan2,0,
706,218,2022-09-02T23:39:57Z,customer_churn_committed,26.7,plan2,0,
707,20,2022-04-18T09:27:42Z,contraction_contract_started,19.0,plan4,0,
708,29,2022-08-14T16:10:52Z,customer_churn_committed,18.1,plan2,0,
709,283,2021-11-21T15:36:56Z,expansion_contract_started,34.1,plan2,0,
710,276,2021-11-02T02:19:18Z,customer_churn_committed,12.0,plan4,0,
711,165,2022-03-22T11:37:45Z,customer_churn_committed,10.5,plan1,0,
712,249,2022-01-24T16:47:58Z,contraction_contract_started,26.6,plan4,0,
713,64,2022-03-11T05:28:31Z,customer_churn_committed,28.9,plan1,0,
714,224,2021-12-23T00:57:28Z,contraction_contract_started,10.6,plan4,0,
715,39,2022-01-19T05:02:08Z,resurrection_contract_started,15.3,plan1,0,
716,160,2022-02-08T17:26:54Z,customer_churn_committed,24.9,plan1,0,
717,270,2022-04-26T11:10:25Z,expansion_contract_started,25.3,plan4,0,
718,162,2022-04-22T22:50:32Z,customer_churn_committed,13.8,plan4,0,
719,300,2022-09-25T13:07:05Z,customer_churn_committed,11.2,plan3,0,
720,166,2022-05-23T20:31:33Z,resurrection_contract_started,24.9,plan4,0,
721,4,2021-10-08T09:20:23Z,new_contract_started,24.5,plan2,0,
722,87,2022-09-27T18:52:46Z,new_contract_started,28.6,plan1,0,
723,259,2021-12-10T07:20:23Z,contract_retained,24.8,plan4,0,
724,240,2022-04-21T12:21:47Z,new_contract_started,20.0,plan2,0,
725,269,2021-11-19T10:15:35Z,contraction_contract_started,11.5,plan3,0,
726,93,2022-02-11T16:05:29Z,contraction_contract_started,32.7,plan2,0,
727,70,2022-04-04T05:31:55Z,resurrection_contract_started,20.3,plan2,0,
728,28,2021-11-20T18:57:30Z,new_contract_started,27.1,plan1,0,
729,210,2022-08-03T02:21:26Z,contract_retained,32.9,plan2,0,
